ID,TITLE,DESCRIPTION,DURATION,STATUS,DATE PUBLISHED,KEYWORDS,VIDIQ SCORE,VIEWS,YT LIKES,YT COMMENTS,DESC LINK COUNT,DESC WORD COUNT,CREATOR SUGGESTED,ENGAGEMENT RATE
_9Z9TVY97t8,First Time Family Ke Sath Trip Ki Planning Ho Gai 😍,,-,public,-,,76.99897842937025,1775059,144K,3.4K,0,0,3,3
FuP7ZN7UWTI,Mama Ko Dubai Tour Ka Invitation De Diya 😍,,-,public,-,,62.180108858403074,1735239,283K,0,0,0,3,4
oillMKHM_L8,Surprising My Mother With A Mystery Box 😍,,-,public,-,,80.94283511,2649133,153K,0,0,0,9,3
mTuNRzAxg2k,Chotay Bhai Ne Exams Me Cheating Ki 😱 | School Se Late Ho Gaya 😡,,-,public,-,,85.02168252669549,2614662,142K,2.8K,0,0,9,3
1Y8LoD9PyyU,Chotay Bhai Ne Mera Computer Tor Diya 😱 | Mein Isko Nahi Chorun Ga 😡,,-,public,-,,82.17823045119215,1957920,121K,3.4K,0,0,4,3
g8FqhyCm1ZU,Mama Aur Baba Ke Sath Vote Daalne Chala Gaya 😍 | Mene Kisko Vote Diya? 🤔 | Election 2024 Pakistan 🔥,,-,public,-,,76.2060176,2216847,130K,5.5K,0,0,4,3
OKO8qN7EwlQ,Mama Naraaz Ho Gain 😱 | Akele Kyun Wapis Aye? 😭 | Missing Aroob 💔,,-,public,-,,74.99242803547402,1674789,105K,0,0,0,5,3
91Vivcs0XZc,Aroob Ko Dubai Akela Chor Kar Pakistan Wapis Jana Para 😭 | Emotional Good Bye 💔,,-,public,-,,83.03849305072698,2149607,124K,0,0,0,9,3
8Afk3xggPBM,Ghar Walon Ke Liye Mystery Box Ka Surprise Teyyar Kar Liya 😍,,-,public,-,,62.40028955651642,1825799,104K,0,0,0,-,3
0QvqhZWRZ7Q,Achanak Dubai Aana Para 😱 | Likin Kyun ?? 🤔,,-,public,-,,79.30923654258132,1816281,112K,0,0,0,9,3
V-r1uoSsmX4,"Surprising My Wife With A Rs1,500,000 Gucci Bag 😱 | Wedding Anniversary Gift 😍 | Emotional ❤️",,-,public,-,,85.49831629,2919057,160K,0,0,0,9,3
VF9jE3xm-sE,Giant Turtle Mil Gaya 😱 | Indian Brother Ne Lift De Di 😍,,-,public,-,,81.00519737550773,1919700,107K,2.5K,0,0,8,3
bO5l-_JPSj4,Aroob Paani Se Bohot Darti Hai 😂 | Private Island Mein Boating Ki 😍,,-,public,-,,75.67906193464373,1962724,110K,2.3K,0,0,7,3
0gyHsMVP1S4,Jannat Jesi Jaga Par Pohonch Gaye 😍 | Luxury Resort Room Tour ❤️,,-,public,-,,85.66629356694753,2191638,127K,0,0,0,6,3
nlie0kK9psQ,Living In An Airport For 24 Hours Challenge 😱 | Bohot Zyada Zaleel Ho Gaye 😂,,-,public,-,,79.00993807424211,2118656,124K,2.5K,0,0,18,3
zvmab43-WZA,24 Ghantay Ke Liye Airport Par Phas Gaye 😱 | Flight Miss Ho Gai 😭,,-,public,-,,76.92632832017816,1745512,116K,2.4K,0,0,7,3
oErQgsR9Q_o,Chotay Bache Ke Sath iPad Ka Prank Kar Diya 😂 | Last Day In Pakistan 😍,,-,public,-,,81.23276893,2023339,117K,0,0,0,7,3
ZH4GijoqtrA,Aroob Ne Mama Ke Samne Gussa Kiya 😱 | 2 Weeks Ke Liye Ghar Nahi Ayen Gen 😭,,-,public,-,,82.02038736850074,2427174,133K,3.7K,0,0,10,3
j_VSUxViYog,Hum Jannat Jesi Jaga Par Jaa Rahe Hain 😍 | Next Trip Ki Planning Ho Gai ❤️,,-,public,-,,95.75904676857186,1953073,125K,3.7K,0,0,8,3
uZPwgSRAwyQ,Meet My Nani 😍 | Meri Nani Vlogs Mein Kyun Nahi Aati ? 🤔,,-,public,-,,85.26941853310284,2249560,148K,5.1K,0,0,8,3
WMGvyH9FcQU,Koi Bhi Ghar Ka Darwaza Nahi Khol Raha 😭 | Fog Mein Phas Gaye 🥶,,-,public,-,,83.48659872493573,2648994,145K,3.8K,0,0,9,3
y2cInmQY9OU,YouTube Ki Taraf Se Gift Aa Geya 😍 | Number 1 YouTuber Ban Gaya ❤️,,-,public,-,,82.60271234472103,2429637,150K,4.2K,0,0,8,3
IKUdY3MPfrI,Mein YouTube Se Kitne Pesse Kamata Hun ?? 🤑 | QnA 2024 😍 (Clickbait),,-,public,-,,85.47898612,2698474,187K,0,0,0,7,3
j75d5HJtFOc,Selling My Dream Car 💔 | Audi E-tron GT Bohot Yaad Aye Gi 😭,,-,public,-,,89.66894296517515,3315578,191K,9.6K,0,0,8,3
MxOR2UK9fIU,Susral Walon Ke Ghar Stay Karna Pare Ga ❤️ | Finally Ghar Walon Se Mulaqaat Ho Gai 😂,,-,public,-,,82.80696843649973,2910912,155K,0,0,0,9,3
va51NodkJuA,Ghar Ke Bahar Phas Gaye 😱 | Andar Nahi Ja Sakte 😭 Family Ko Surprise Dene Ka Plan Flop Ho Geya 💔,,-,public,-,,84.18734546071899,2803101,150K,0,0,0,8,3
PlHt74Odw0c,Aroob Ne Dubai Mein Gift De Diya 😍 | My New Camera ❤️,,-,public,-,,83.71614558931293,2094960,112K,2.2K,0,0,14,3
kiK_L_jBQ7M,Flight Miss Ho Gai 😭 | Apne Mulk Wapis Nahi Ja Sakte 😱,,-,public,-,,80.93488996249869,2203562,122K,0,0,0,8,3
VTvoRjNlG1M,Humein Apne Ghar Jana Hai 😭 | Dubai Mein Humara Aakhri Din 😔,,-,public,-,,83.11943446195815,2190186,123K,0,0,0,11,3
6Mf6yYf_pxE,Global Village Dubai Mein Bohot Saray Gifts Jeetay 😍 | Bohot Zyada Scary Rides Hain Idhar 😱,,-,public,-,,81.89155028193304,2748652,135K,0,0,0,9,2
5ATOF60Avqk,Dubai Mein Appartement Lene Ka Plan Ban Gaya 😍 | Itna Mehenga 😱,,-,public,-,,82.12253962625398,2485142,143K,3K,0,0,8,3
lqfFwnJPLAw,WHY 2023 WAS THE BEST YEAR OF MY LIFE ❤️ | Year Review | DUCKY BHAI !!!,,-,public,-,,89.12442298571182,3248462,176K,5.2K,0,0,9,3
3o9SXOHl6Vc,Celebrating New Year 2024 In Dubai 😍 | Bohot Mushkil Se Fireworks Dekhe 😱 | Happy New Year ❤️,,-,public,-,,84.81088812,2697900,154K,0,0,0,8,3
7kZchE_Caaw,Finally New year Celebration Ke Liye Dubai Land Ho Gaye 😍,,-,public,-,,82.50408323,2714167,149K,3.8K,0,0,6,3
nmwfgHzky9M,Dubai Ki Flight Cancel Ho Gai 😱 | New Year Ka Program Tu War Gaya 😭,,-,public,-,,85.23576720828457,2551014,143K,3.2K,0,0,7,3
SXm7_aMqEIs,Aroob Ne Apne Baal Kharab Kar Diye 😱 | Dubai Me New Year Celebration Ki Teyari Ho Gai 🥳,,-,public,-,,84.02650842004692,3000940,158K,4.6K,0,0,8,3
YYAAeYsWxG4,Dubara Se Police Ghar Aa Gai 😭 | Police Ne Warning Dedi 😱,,-,public,-,,89.59888154025887,3157102,200K,5.2K,0,0,8,3
bmo7AiUqgP4,Aroob Ne Meri Birthday Par Rona Shuru Kar Diya 😭💔 | Birthday Prank Gone Wrong 😱,,-,public,-,,87.65926914843567,5210050,243K,7.8K,0,0,10,2
hornjfGCkg8,Meri Birthday Par Family Ne Mujhe Roast Kar Diya 😭💔 | Dream Car Par Birthday Celebrate Kiya 🥳,,-,public,-,,91.83812951261066,3420603,182K,7.6K,0,0,8,3
3N7kmnqr324,Hum New Year Ke Liye Dubai Ja Rahe Hain🥳 | Sistrology Ke Sath Plan Ban Gaya ❤️,,-,public,-,,85.98119759934664,1928489,123K,0,0,0,3,3
wwTTk5cw_EY,Please Mere Ghar Mat Aao 🙏🏻 | Police Ghar Aa Gai 😱 | Mama Ne Rona Shuru Kar Diya 😭💔,,-,public,-,,82.85486737721558,3433857,201K,5.4K,0,0,5,3
TwxhH7AiV3I,Sistrology Wali Iqra Ka Walima ❤️ | Aroob Ne Suit Pehna Diya 😍 | Chota Baby Naraz Ho Gaya 😭,,-,public,-,,86.06717796638037,2545766,155K,7.1K,0,0,10,3
2MrEQrdWcu8,Aroob Ki Gari Ka Accident Ho Gaya 😱 | Car Modifications Final Ho Gai ❤️,,-,public,-,,83.20806111,2235497,141K,0,0,0,7,3
YQTbITuqRoo,Sistrology Wali Iqra Ki Barat ❤️ | 50 Lac Doodh Pilai Mang Li 😂,,-,public,-,,82.63997894026116,2800740,144K,0,0,0,8,3
IAjziHmcEXw,Iqra Ki Mehendi ❤️ | Aroob Naraz Ho Gai 😂 | Sistrology Ka Dance Performance 🥳,,-,public,-,,83.20325039073238,2791267,141K,14K,0,0,8,3
CY5aI4pvj_0,Mama Ka Birthday Gift Le Liya 😍 | Aroob Ki Car Modifications 😂,,-,public,-,,78.53155434385519,2529278,153K,0,0,0,8,3
r_FqL-o2FLA,Sistrology Wali Iqra Ki Mayoun 😍 | Bhangra Dalna Par Gaya 😂,,-,public,-,,85.70072607637388,2650972,141K,3.6K,0,0,9,3
OdNOMDT5FJE,Aroob Ki Birthday Par Apni Pehle Wali Car Gift Kardi 😍 | Kuch Samaj Nahi Aaraha Tha Gift Kya Loun 😂,,-,public,-,,78.70956049361537,3953207,204K,0,0,0,8,3
ntWzxoHfWrA,Aroob Aur Mama Ki Ek Sath Birthday 😍 | Sara Plan Flop Ho Gaya 😂,,-,public,-,,63.27658740393103,2235546,135K,0,0,0,7,3
BbLr0Ad1xWk,Poora Room Tor Diya 😱 | Sara Theek Karna Pare Ga 😭,,-,public,-,,80.94479519096545,2650333,141K,0,0,0,7,3
Hbq297hBaI4,GTA 6 Ka Trailer Aa Gaya 😍 | Ek Saal Wait Karna Pare Ga 😭,,-,public,-,,82.05397483261528,2446083,148K,4K,0,0,2,3
WH-B4yEIlW4,Aroob Ne 6 Million Subscribers Ka Surprise De Diya 😍,,-,public,-,,77.16038231487852,2763757,159K,4.1K,0,0,3,3
2tDEeuD7ntU,My Wife Reacting To My New Look 🤣 | Clean Shave Aur Tind Dekh Kar Behosh Hone Wali Thi 😭,,-,public,-,,93.25454094704617,5693920,301K,14K,0,0,8,3
unfMjOzuoyY,6 Million Subscriber Ka Waada Poora Kar Diya 😱 | Clean Shave And Tind Dare Complete 😭,,-,public,-,,92.83009362806226,5899468,335K,20K,0,0,7,3
eySibIfP-cg,Dream Car Bach Gai 😍 | Sell Karun Ya Na Karun? 🤔,,-,public,-,,81.25444760281503,2033499,117K,5.5K,0,0,7,3
uFwKdrGmBGA,Aroob Beemaar Ho Gai 😭 | Poora Room Khali Karna Para 😱,,-,public,-,,78.36884883,2435960,129K,0,0,0,11,3
Oltv5hCyVRE,Aroob Ko Mama Se Dant Par Gai 😱 | Sara Ilzam Aroob Par Laga Diya 🤣,,-,public,-,,80.03008687238533,2681795,148K,4.2K,0,0,8,3
pHGCAVp_C3A,Meri Dream Car Par Kisi Ne Scratch Mar Diya 😡 | Should I Sell My Car ? 🤔,,-,public,-,,82.39860908771735,2648823,146K,0,0,0,7,3
NNxLZZy3RSI,I Met Babar Azam At A Wedding 😍 | Imam-ul-Haq Ki Shadi Par Chale Gaye ❤️,,-,public,-,,88.87857219594244,4603621,215K,0,0,0,8,2
o0JykRIUGKk,Ghar Par Surprise Entry Kardi 😍 | 10 Days Baad pakistan Waapis Aa Gaye ❤️,,-,public,-,,77.41027656393746,1952018,132K,2.9K,0,0,6,3
aaLgQ-Kz9YE,Yeh Sheher Zameen Ke Neeche Bana Hua Hai 😱 | I Found My Favorite Snacks In Turkey 🤣,,-,public,-,,75.75566798,1997773,119K,2.6K,0,0,12,3
hW0umFuW0zI,Paragliding Karli 🪂 | Mountain Se Jump Mardi 😱,,-,public,-,,78.13550718916824,1731080,112K,0,0,0,8,3
EB5StVXZSGk,Living In A Haunted Horror Hotel For 24 Hours 😱,,-,public,-,,77.28295454933732,2843146,135K,0,0,0,8,2
IpulV7MPTxs,Turkey Mein Beemaar Ho Gaye 🤒😭 | Baarish Mein Phans Gaye 🌧️,,-,public,-,,62.11937169971779,1711058,112K,2.4K,0,0,9,3
QxOkUpWlbPU,Baraf Mein Swimming Pool 😍❄️ | Yeh Pani Itna Garam Kese Hai ? 😱,,-,public,-,,81.18760207167351,2336056,122K,0,0,0,9,3
TruZyc-9hIA,Hum Badalon Me Chale Gaye ☁️😱 | Badalon Me Cycle Chalai 🚲 | Turkey Ki Sab Se Khoobsurat Jaga ❤️,,-,public,-,,78.20362998353494,2344723,127K,0,0,0,8,3
htgEuPL2_8o,Gari Ko Cruise Ship Me Daal Diya 😱  | Osman Gazi Ke Mazar Par Gaye ❤️,,-,public,-,,77.78253955439413,2127345,124K,0,0,0,7,3
7mRpweZhfXE,Surprising My Wife With Her Engagement Ring ❤️ | Emotional 😭,,-,public,-,,83.03966531,3071699,177K,0,0,0,7,3
IfHLbnEjp9Y,I Met Ertugrul Ghazi In Turkey 😍,,-,public,-,,83.69507505,2501743,155K,0,0,0,6,3
LoygyWrwpRg,Cruise Ship Pe Turkey Ka Trip Kiya 🚢😍 | Bohot Saray Gifts Mile 🎁,,-,public,-,,79.07895595816716,2152712,133K,7.7K,0,0,8,3
yEQXU1j-WlY,Turkey Is Very Expensive 😭 | Sab Kuch Itna Mehenga Ho Gaya 💔,,-,public,-,,79.61665758530242,2437478,155K,5.5K,0,0,10,3
1uQ6yi2i6Mo,Turkey Land Ho Gaye 😍 | Aroob Ne First Time Turkey Dekha ❤️,,-,public,-,,77.82827273,2149943,133K,2.7K,0,0,7,3
CAwlHi9jKhA,Turkey Trip Ki Planning Ho Gai 😍 | Suitcase Tor Diya 😭,,-,public,-,,80.09441089546516,1814633,118K,1.5K,0,0,7,3
rX617UJwLkY,Surprising My Wife With A Mystery Box 😍,,-,public,-,,82.88387378496382,2963098,161K,4.7K,0,0,9,3
ZqAaUbsUemY,Mama Ko Bola Ke Mein Desh Chor Kar Jaa Raha Hun 😭,,-,public,-,,83.25779617801442,2055758,128K,2.1K,0,0,8,3
k39Gs2zcbmI,Moving To Dubai ?? 🤔 | Dubai Ki Taraf Se Golden Visa Mil Gaya 😍,,-,public,-,,82.17741885668589,2202247,Like,2.4K,0,0,8,0
#NAME?,My Wife Surprised Me In Dubai ❤️ | Emotional😭,,-,public,-,,86.54218577239752,3449874,168K,3.3K,0,0,9,2
3H5KliKoIjo,Dubai Me Mystery Box Pack Karna Shuru Kar Diya 😍 | Kuch Samaj Nahi Aa Raha Kya Loun 😭 ?,,-,public,-,,82.00147856389691,2114519,132K,0,0,0,4,3
Zfvk2o2-sIU,Akele Trip Pe Chala Gaya 😭 | Dubai Se Apple Watch Le Li 😍,,-,public,-,,82.34668020458395,2617232,144K,5K,0,0,7,3
o9pXwowO4pI,Famous Hone Se Pehle Ki Videos Mil Gayi 😍| Reacting To My Childhood Videos Part 3 🤣,,-,public,-,,80.97023838180908,3332449,195K,0,0,0,7,3
2Gi479iCpug,Turkey Ka Visa Aa Gaya 😍 | Next Trip Ki Planning Ho Gai ❤️,,-,public,-,,89.85819585216595,1998331,134K,0,0,0,6,3
b9nvtQc8pV8,Aankhon Mein Se Dhaaga Nikaal Diya 😱 | Scary Magic Tricks 😖,,-,public,-,,83.27868852079602,2272276,136K,3.6K,0,0,8,3
Rqf9ajJMHns,"Eating Rs50,000 Lobster 😱 | Crabs Aur Octopus Bohot Maze Ka Hai 🤣 | Seafood Heaven 😍",,-,public,-,,80.51766176017125,2401267,125K,0,0,0,7,3
7m5I72_Xe8w,Room Ki Renovation Start Ho Gai 😍 | Sab Kuch Tor Na Pare Ga 😭,,-,public,-,,87.16531199097668,2324056,166K,4.4K,0,0,7,3
CKntHO-j5MQ,Couples Cooking Challenge With Sistrology 😍 | Kitchen Kharaab Kar Diya 🤣 | HN Foods Wala Pareshaan 😱,,-,public,-,,90.39434666,2735278,135K,0,0,0,8,2
p76PWcHZYUs,Kaash Me India Jaake Pakistan Vs India Dekh Sakta 😭💔,,-,public,-,,85.98528659653131,2123343,132K,4.6K,0,0,8,3
xDR-1pyESoc,Gari Ki New Look Reveal Kardi 😍 | Fortuner Legender Is Back 🔥,,-,public,-,,85.29826160099299,2588116,165K,0,0,0,6,3
hA1IYN26kWU,I Met My New Chinese Friend At Train Station 😃,,-,public,-,,81.11747808925347,2298512,157K,0,0,0,8,3
1f3M-YUHxBs,Reacting To My Childhood Videos Part 2 🤣 | Bachpan Me Kitna Pyara Tha 😍,,-,public,-,,82.19441382377343,2947882,181K,0,0,0,8,3
Fpg3TAudhGQ,Surprising My Wife With An Iphone 15 Pro Max 😍,,-,public,-,,88.58567220575951,3520131,194K,0,0,0,10,3
rSWm2J9m_2M,Aroob Ne Pehli Baar Fortuner Legender Chalai 😱 | Gari Ki New Look Decide Ho Gai 😍,,-,public,-,,-,3054640,186K,0,-,-,-,-
mPr9LVYIWag,Ghar Walon Ko New Car (Fortuner Legender) Ka Surprise De Diya 😍,,-,public,-,,-,3748813,223K,0,-,-,-,-
suSP_nm_MUw,New Car Aa Gai Alhamdulillah 😍 | Fortuner Legender 🔥,,-,public,-,,-,4453388,264K,8.3K,-,-,-,-
3c6u9ey8ABs,Gari Sale Karni Pare Gi 😱 | Car Bohot Yaad Aye Gi 😭,,-,public,-,,-,2370812,160K,3.8K,-,-,-,-
AL7D23-h0Ho,Ghar Mein Chori Ho Gai 😱 | Daku Engagement Ring Le Gaye 😭,,-,public,-,,-,3096573,179K,0,-,-,-,-
MD0feMjNHx0,Aroob Ko Rastay Me Bhool Gaya 🤣 | Wife Naraz Ho Gai 😱,,-,public,-,,-,3088603,178K,6.6K,-,-,-,-
nG0cvkX1tQM,Susral Wale Naraz Ho Gaye 😱 | Sab Se Daant Par Gai 😭,,-,public,-,,-,2570110,163K,4.6K,-,-,-,-
L5bbc3Suhqk,Newly Married Couple Ki Dawat Ho Gai 😍 | Sistrology Wali Iqra Ko Mera Khana Pasand Nahi Aaya 😭,,-,public,-,,-,4001625,193K,0,-,-,-,-
4kR9ALyKr2o,Ghar Par Dawat Ka Plan Ban Gaya ❤️ | Shopping Poori Ho Gai 😍,,-,public,-,,-,2138450,140K,2.3K,-,-,-,-
0538NELXVhM,My Wife Driving My Dream Car For The First Time 😱 | Aaj Ke Baad Nahi Chalane Doun Ga 😭,,-,public,-,,-,3518775,176K,0,-,-,-,-
EivQFNSTeoc,Trip Cancelled 😱 | Iqra Sistrology Ke Nikkah Ke Baad Ghar Wapis Aa Gaye 😍 | Passport Ghar Reh Gaya 😭,,-,public,-,,84.41213617618695,3280594,164K,3.8K,0,0,11,3
YLnI8u78Ml0,Sistrology Wali Iqra Ka Nikkah ❤️Function Ke Doraan Tabiyat Kharaab Ho Gai 😭,,-,public,-,,18.387849050834898,0,0,0,0,0,-,4
Nygi5nitwNs,Sistrology Wali Iqra Ke Nikkah Par Pohonch Gaye 😍 | Bohot Lambi Drive Karni Pari 😭,,-,public,-,,82.94901553081263,2339581,150K,0,0,0,11,3
MutoJ2pp-6w,Samajh Nahi Aa Raha Kya Pahnu 🤣 | Kis Ki Shadi Aa rahi Hai 🤔,,-,public,-,,82.55266100549244,3202269,164K,0,0,0,7,3
LmZaiUULDEw,My Father Driving My Dream Car For The First Time 😍 Speed Dekh Kar Heraan Ho Gaye 😂,,-,public,-,,85.76204751306386,2688799,159K,0,0,0,11,3
KqeYWOwMTL4,My Wife Surprised Me With A Mystery Box 😍,,-,public,-,,65.71979115,3931360,211K,0,0,0,7,3
mNb5wr3t9-o,Meeting My Wife After A Long Time ❤️ | Emotional Surprise 😭,,-,public,-,,92.47549801309154,5141595,214K,0,0,0,9,2
KTMx1orQRb0,Ghar Wapis Jana Pare Ga 😭 | Wapsi Ki Flight Ticket Book Karli 🤣 | Missing My Family ❤️,,-,public,-,,12.965784284662089,0,0,0,0,0,-,4
4P7nap_TjWs,Worse Amusement Park I Have Ever Seen 🤣,,-,public,-,,78.25339756956944,1778880,116K,0,0,0,13,3
JFl0FHT7EmM,iPhone 15 Release Ho Gaya 😍 | Kab Buy Kar Raha Hun ? 🤔,,-,public,-,,63.16318695968441,2177733,136K,2K,0,0,7,3
CbUyUxA6rSc,Bohot Buri Tarha Haar Gaye 😭 | India Vs Pakistan In Stadium 😍 | Indians Ne Roast Kar Diya 🤣,,-,public,-,,88.42765991435047,2871790,164K,0,0,0,7,3
i1Bs4_rqig8,India Vs Pakistan Stadium Me Dekha With Fukra Insaan 😍 | Baarish Ki Waja Se Ab Kal Match Ho Ga 😭,,-,public,-,,83.66465833245715,3548890,209K,5.2K,0,0,5,3
q-te7CZH7Es,Shadi Ke Baad First Time Akele Travel Kiya 😭 | Emotional Goodbye 💔 | Bohot Miss Karun Ga ❤️,,-,public,-,,77.03205213,2683013,180K,4K,0,0,5,3
-R2XZesQgzE,Sports Car Ka Charger Lag Gaya 😍 | Audi e-tron GT Is Ready 🔥,,-,public,-,,76.73790810142657,2506729,152K,2.4K,0,0,9,3
O-7ou0sRpBo,Akele Trip Pe Jana Pare Ga 😭 | Going To Sri Lanka Alone To Watch India Vs Pakistan 💔,,-,public,-,,81.12530990451425,2302675,174K,3.5K,0,0,7,3
uLAmfmu7m2g,New Car Wapis Mil Gai 😍 | Audi e-tron GT Is Back 🔥,,-,public,-,,82.68750851660248,2477708,162K,0,0,0,6,3
ZNfRkwpodFc,Aap Cricket Match Dekhne Mat Jaya Karo 🤣,,-,public,-,,79.54574130419583,2397865,290K,0,0,0,6,4
FnW-GUPSGLU,Rickshaw Waley Ne Scam Kar Diya 😭 | Last Day In Sri Lanka ❤️,,-,public,-,,81.21208325,2349307,139K,3.1K,0,0,9,3
A-LIk3FX530,Watched India Vs Pakistan In Stadium With Sourav Joshi 😍 | Baarish Ne Poora Match Kharaab Kar Diya 😭,,-,public,-,,91.27328782991387,6004192,277K,7.1K,0,0,5,2
Li93FaOgIcc,Sri Lanka Itna Bura Bhi Nahi Hai 😮,,-,public,-,,82.54769204192421,2398946,134K,0,0,0,7,3
o0rT3yaN_q0,Landed In Sri Lanka To Watch India Vs Pakistan 😍,,-,public,-,,76.68216522,2474651,147K,3K,0,0,8,3
ZQuo1z8mw0k,Cricket Stadium Se Bahar Nikal Diya 😭 ft Shehr Main Dihat,,-,public,-,,78.45249824964992,2483498,156K,2.4K,0,0,6,3
1wXC6MeIOoQ,Cricket Match Dekhne Ke Liye Long Drive Per Nikal Gaye 😍,,-,public,-,,63.06334252936939,2128070,Like,3K,0,0,9,0
O_PUDhiGdP8,Next Trip Ki Packing Ho Gai 😍 | We Are Going To Sri Lanka To Watch India Vs Pakistan ❤️,,-,public,-,,81.09981349706456,2289150,147K,4.1K,0,0,8,3
C592s3V8GSE,Going To India ?? | QnA ❤️,,-,public,-,,86.15784805430793,2104487,161K,0,0,0,5,3
kHi2qLpIfmU,Poore Ghar Me Baarish Ka Paani Aa Gaya 😱 | Sab Kuch Geela Ho Gaya 😭,,-,public,-,,84.46750317527571,5981095,206K,0,0,0,9,2
xjbRfxVwmh0,New Car Chale Gai Ek Hafte Ke Liye 😭,,-,public,-,,85.36201082,2626519,155K,0,0,0,7,3
odfilzrIcUM,Gari Ki Dikki Mein Band Kar Diya 😱,,-,public,-,,93.04438213927706,3677319,192K,4K,0,0,10,3
w2jycR0Widk,Sab Ko New Car Ki Treat De Di ❤️ | Susral Walon Ka Dream Car Par Reaction 😱,,-,public,-,,65.22893383470708,3509850,197K,0,0,0,10,3
VNmEjJtxRA8,Surprising My Family With My Dream Car ❤️ | Emotional 😭,,-,public,-,,95.37756235940908,7591128,392K,0,0,0,10,3
j6Ko17sW9us,I Bought My Dream Car 😍 | Emotional 😭,,-,public,-,,94.91886487318811,4993446,361K,0,0,0,8,-
ykOFFra0Uys,Sistrology Wali Iqra Ki Shadi Ka Invitation Aa Gaya 😍 | Mama Ne Sare Pets Ko Baahar Nikal Diya 😭,,-,public,-,,-,1738308,109K,0,-,-,-,-
dBVjniAtmCM,Mama Mujhe Bhool Gayin 😭 | 1 Month Baad Ghar Wapis Aa Gaye ❤️,,-,public,-,,-,2073556,132K,2.8K,-,-,-,-
4c2BoV24ss4,Mujhe Apne Ghar Jana Hai 😭 | Goodbye Dubai ❤️ | Museum Of The Future Bhi Dekh Liya 😍,,-,public,-,,-,1347421,86K,0,-,-,-,-
9n6HU4rwLD8,Riding The World's Fastest Zipline 😱 | 160 km/h Ki Speed Se Mountains Mein Zip Line Ki 😍,,-,public,-,,-,1627269,93K,0,-,-,-,-
IMadBdZj0S8,Cartoons Ki Duniya Mein Aa Gaye 😱 | Biggest Superhero And Cartoon Theme Park 😍,,-,public,-,,-,1829015,100K,2.4K,-,-,-,-
pJLlwpWTlPA,Dolphins Ne Hamaray Upar Paani Phenk Diya 🤣,,-,public,-,,-,2304599,111K,0,-,-,-,-
oGi0Yh3VKYM,Aroob Water Park Mein Behosh Ho Gai 😱 | Scariest Water Slide Le Li 😍,,-,public,-,,-,2753324,127K,0,-,-,-,-
MsDum6_ka7I,"I Ate A Rs150,000 Golden Burger (24k Gold) 😍 | Drinking 24 Carat Gold Coffee 😱",,-,public,-,,-,2568436,134K,0,-,-,-,-
fcKHA9LQOJY,Last Day In Dubai 😭  | Abu Dhabi Pohonch Gaye 😍,,-,public,-,,-,1550036,92K,2.9K,-,-,-,-
FVXbWLf-0oU,Saying YES To My Wife For 24 Hours 😭,Don't forget to subscribe !!!  Gaming Channel►     instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,12:07,public,7/31/2023,"Vlogs, Challenges video, 24 hours challenge video, Ducky bhai, sourav joshi vlogs, sourav joshi, vlog, Ducky bhai vlogs, ducky bhai vlog, piyush joshi gaming, funny vlogs, ducky bhai, ducky, ducky bhai tiktok, vlogs, daily vlog, funny, surprise, yes, saying yes, 24 hours challenge, saying yes for 24 hours, 24 hours, 24 hour challenge, saying yes to my wife for 24 hours, wife, aroob, my wife, saying yes to my wife, saying yes for 24 hours ducky bhai, saying, my, for, 24, hours, to",-,3634914,189K,0,-,-,-,-
zsE1Ga-a1f4,I Did A Skydive In Dubai 😱 | Jahaz Se Jump Mardi 😍 | Scariest Moment Of My Life 😭,Aroob's Channel: https://youtu.be/9acZWsW74_M  Don't forget to subscribe !!!  Gaming Channel►     instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,10:33,public,7/27/2023,"skydive, skydiving, sky dives, sky, dive, sky dive, skydive dubai, skydive in dubai, sky dive dubai, plane, jahaz, vlog, Ducky bhai vlogs, ducky bhai vlog, funny vlogs, ducky bhai, ducky, vlogs, daily vlog, funny, vlogging, indian, india, indian vlogs, indian vlog, Pakistan, dubai, fly, ducky bhai vlogs, jump",-,3333351,205K,4.3K,-,-,-,-
9YIcPKxs92w,We Went To The Top Of The Burj Khalifa 😱 | VIP Pass Tour & View From The 154th Floor 😍,Don't forget to subscribe !!!  Gaming Channel►     instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,13:58,public,7/26/2023,"rabiafaisal, iqrakanwal, fatimafaisal, sistrology, areeb, sourav joshi vlogs, sourav joshi, vlog, Ducky bhai vlogs, ducky bhai vlog, funny vlogs, ducky bhai, ducky, vlogs, daily vlog, funny, engagement, shadi, aroob, wife, uae, come, dubai, burj, khalifa, burj khalifa, burj khalifa song, burj khalifa dubai, burj al arab, burj khalifa top, top, floor, burj khalifa top view, burj khalifa top floor, burj khalifa top floor ticket price, burj khalifa construction, burj khalifa building, vip, habibi",-,2587853,125K,0,-,-,-,-
